X,y
18.727005942368123,64.05148850948608
47.53571532049581,146.61707245682877
36.59969709057025,117.71669903706578
29.93292420985183,76.92308348354656
7.800932022121826,28.206077187990356
7.799726016810133,33.97030376554786
2.9041806084099733,30.49148227264508
43.308807288746756,131.7437196835038
30.05575058716044,89.08231573254943
35.40362888980228,108.19331623356146
1.0292247147901223,19.24169532139111
48.49549260809972,155.773988920896
41.622132040021086,126.56879408239287
10.616955533913808,43.98354093287499
9.091248360355031,35.2445205745455
9.17022549267169,44.197126383343964
15.212112147976885,45.615805505157134
26.237821581611893,82.43684327885799
21.597250932105787,67.87067126499578
14.561457009902096,36.0492215483851
30.592644736118974,101.73913697900268
6.974693032602092,30.53463181960517
14.607232426760907,50.87283184670733
18.318092164684586,59.60840516030229
22.803499210851797,61.25679021205125
39.25879806965068,120.56994098129846
9.983689107917987,33.523922158486265
25.71172192068058,76.11239306982554
29.620728443102124,94.24932821264628
2.3225206359998865,18.008070476145043
30.37724259507192,116.99358679732106
8.526206184364577,34.324396681412125
3.252579649263976,19.33324285501957
47.44427686266666,148.5883714303383
48.28160165372797,132.6570928081935
40.419867405823055,127.994463462977
15.230688458668535,53.29436747541587
4.883605700319194,46.28323822581044
34.211651325607846,107.71134432901232
22.007624686980066,76.03834748427631
6.101911742238942,24.958617529664394
24.75884550556351,69.58975614049521
1.7194260557609198,23.586506312432967
45.4660201039391,150.91739063868502
12.938999080000846,53.727316710433
33.1261142176991,97.2844681051499
15.585553804470548,67.78460452277264
26.00340105889054,70.9916925487488
27.335513967163983,94.87511283949465
9.242722776276352,56.632724586928845
48.47923138822793,142.5323309133769
38.75664116805573,117.60694620813948
46.97494707820945,148.92135488550477
44.74136752138244,136.18934602298535
29.894998940554256,81.17836251100144
46.093711751155844,145.96676500152782
4.424625102595975,9.650838170526876
9.79914312095726,41.133353669223595
2.2613644455269033,4.5898509942426795
16.266516538163216,71.29889366466504
19.4338644844741,57.46906053005993
13.567451588694796,44.48173960402764
41.436875457596464,139.4457985464861
17.837666334679465,48.20435583969884
14.046725484369038,51.41477579914841
27.134804157912424,101.47584001656155
7.046211248738132,12.06380140060212
40.109849037701984,129.175885698429
3.727532183988541,20.78142449444986
49.34434683002586,162.8512692078507
38.61223846483287,110.46720828571779
9.93578407670862,23.602786099283094
0.27610585618011996,13.047733224709336
40.77307142274171,132.28906100055698
35.34286719238086,115.53353008060135
36.45035840204937,119.81555730111785
38.56351733429729,115.89030478710696
3.7022325867045183,20.42923473172359
17.92328642721363,63.7005840146277
5.793452976256486,17.236844748505778
43.155171293779674,155.12325899278656
31.164906341377897,105.23304823325157
16.54490124263246,44.72166875587089
3.177917514301182,23.099288629241844
15.54911608578311,43.900531555076114
16.259166101337353,63.64834434143658
36.480308916903205,128.02688254078367
31.877873567760656,94.42679751976486
44.36063712881633,149.7156726788922
23.610746258097464,81.96004804365738
5.9797122969150855,33.15973849069016
35.66223936114975,132.95464790998875
38.03925243084487,118.6638761325059
28.063859878474812,83.65421799184953
38.54835899772805,113.74993269692891
24.689779818219538,72.91123660500423
26.136641469099704,84.63890731315807
21.37705091792748,74.54267250194889
1.2709563372047594,13.579777004914469
5.394571349665222,31.455546539355907
